BID RECEIVED UNTIL DATE AND TIME,COUNTY,CONTROLLING PROJECT ID (CCSJ),DISTRICT/ DIVISION,LET TYPE,PROJECT TYPE,PROPOSAL REQUEST,STATE PROJECT NUMBER,VENDOR NAME,TEXAS PRESENCE
12/02/2025 01:00:00 PM,Karnes,0348-04-055,Corpus Christi,Statewide Let,Construction,Bidders,,"E-Z BEL CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,Webb,0086-01-101,Laredo,Statewide Let,Construction,Bidders,,"E-Z BEL CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,Val Verde,0022-09-056,Laredo,Statewide Let,Construction,Bidders,,"E-Z BEL CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,Lubbock,0068-01-086,Lubbock,Statewide Let,Construction,Informational Proposals,,"WEST TEXAS PAVING, INC.",true
12/03/2025 01:00:00 PM,Fayette,0265-14-018,Yoakum,Statewide Let,Construction,Bidders,,SCOUT 5 CONSTRUCTION LLC,true
12/03/2025 01:00:00 PM,Val Verde,0022-09-056,Laredo,Statewide Let,Construction,Informational Proposals,,CUEBID TECHNOLOGIES INC.,true
12/03/2025 01:00:00 PM,Taylor,0974-03-014,Abilene,Statewide Let,Construction,Bidders,,"GILVIN-TERRILL, LTD.",true
12/03/2025 01:00:00 PM,Stephens,0404-02-046,Brownwood,Statewide Let,Construction,Bidders,,SCOUT 5 CONSTRUCTION LLC,true
11/19/2025 10:00:00 AM,De Witt,6493-14-001,Yoakum,Local District Let,Maintenance,Bidders,RMC - A00218271,TEXAS BLACKTOPS LLC,true
12/02/2025 01:00:00 PM,Henderson,0163-03-053,Tyler,Statewide Let,Construction,Bidders,,SCOUT 5 CONSTRUCTION LLC,true
12/02/2025 01:00:00 PM,Midland,1188-02-111,Odessa,Statewide Let,Construction,Bidders,C 1188-2-111,"GILVIN-TERRILL, LTD.",true
12/03/2025 01:00:00 PM,Taylor,0974-03-014,Abilene,Statewide Let,Construction,Bidders,,"PROJECT ALLIED RESOURCES, LLC",true
12/10/2025 10:00:00 AM,Navarro,6488-45-001,Dallas,Local District Let,Maintenance,Bidders,BPM - A00217117,"CEN-TEX IRRIGATION SYSTEMS, INC.",true
12/02/2025 01:00:00 PM,Ellis,6489-28-001,Dallas,Statewide Let,Maintenance,Bidders,RMC - A00217346,CEHAND SERVICES LLC,true
12/10/2025 10:00:00 AM,Navarro,6488-44-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217116,"CEN-TEX IRRIGATION SYSTEMS, INC.",true
12/03/2025 01:00:00 PM,Kimble,6492-64-001,Maintenance Division,Statewide Let,Maintenance,Bidders,RMC - A00218184,"CLAW CONTRACTORS, LLC",true
12/10/2025 10:00:00 AM,Ellis,6489-25-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217333,"CEN-TEX IRRIGATION SYSTEMS, INC.",true
12/03/2025 01:00:00 PM,Palo Pinto,6491-62-001,Fort Worth,Statewide Let,Maintenance,Bidders,RMC - A00217903,CEHAND SERVICES LLC,true
12/03/2025 01:00:00 PM,Ector,0906-00-256,Odessa,Statewide Let,Construction,Bidders,,GREY SKY CONSTRUCTION LLC,true
12/10/2025 10:00:00 AM,Navarro,6488-43-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217115,"CEN-TEX IRRIGATION SYSTEMS, INC.",true
12/03/2025 01:00:00 PM,Collin,1014-04-018,Dallas,Statewide Let,Construction,Bidders,,"A. K. GILLIS & SONS, LLC",true
12/03/2025 01:00:00 PM,Webb,0086-01-101,Laredo,Statewide Let,Construction,Bidders,,"TRAF-TEX, INC.",true
12/03/2025 01:00:00 PM,Travis,6484-34-001,Austin,Statewide Let,Maintenance,Bidders,RMC - A00215434,"THE CONFIDENCE GROUP, INC",true
12/05/2025 02:00:00 PM,Childress,6490-25-001,Childress,Local District Let,Maintenance,Bidders,BPM - A00217584,C & W SOUTHERN LLC,true
12/03/2025 01:00:00 PM,Dickens,0925-15-016,Childress,Statewide Let,Construction,Bidders,,"GILVIN-TERRILL, LTD.",true
12/03/2025 01:00:00 PM,Bell,6492-63-001,Maintenance Division,Statewide Let,Maintenance,Bidders,RMC - A00218181,"CLAW CONTRACTORS, LLC",true
12/02/2025 01:00:00 PM,Starr,6493-64-001,Pharr,Statewide Let,Maintenance,Informational Proposals,RMC - A00218360,MICHAEL SANCHEZ,false
12/02/2025 01:00:00 PM,Navarro,0574-02-023,Dallas,Statewide Let,Construction,Bidders,C 574-2-23,"PEACHTREE CONSTRUCTION, LTD.",true
12/02/2025 01:00:00 PM,Hartley,0041-02-020,Amarillo,Statewide Let,Construction,Bidders,,"GILVIN-TERRILL, LTD.",true
12/03/2025 01:00:00 PM,Ector,0906-00-256,Odessa,Statewide Let,Construction,Bidders,,SCOUT 5 CONSTRUCTION LLC,true
12/03/2025 01:00:00 PM,Kimble,6492-64-001,Maintenance Division,Statewide Let,Maintenance,Informational Proposals,RMC - A00218184,MICHAEL SANCHEZ,false
12/10/2025 10:30:00 AM,Wichita,6492-76-001,Wichita Falls,Local District Let,Maintenance,Bidders,RMC - A00218213,"THE CONFIDENCE GROUP, INC",true
12/02/2025 01:00:00 PM,Lubbock,0068-01-086,Lubbock,Statewide Let,Construction,Informational Proposals,,"A. L. HELMCAMP, INC.",true
12/03/2025 01:00:00 PM,Gregg,2642-01-050,Tyler,Statewide Let,Construction,Bidders,,SCOUT 5 CONSTRUCTION LLC,true
12/02/2025 01:00:00 PM,Galveston,0912-73-224,Houston,Statewide Let,Construction,Bidders,,SCOUT 5 CONSTRUCTION LLC,true
12/03/2025 01:00:00 PM,Crockett,6492-65-001,Maintenance Division,Statewide Let,Maintenance,Bidders,RMC - A00218186,"CLAW CONTRACTORS, LLC",true
12/03/2025 01:00:00 PM,Bexar,0017-10-292,San Antonio,Statewide Let,Construction,Informational Proposals,,SCOUT 5 CONSTRUCTION LLC,true
12/02/2025 01:00:00 PM,De Witt,0913-00-139,Yoakum,Statewide Let,Construction,Bidders,,SCOUT 5 CONSTRUCTION LLC,true
12/02/2025 01:00:00 PM,Navarro,0574-02-023,Dallas,Statewide Let,Construction,Bidders,C 574-2-23,"A. L. HELMCAMP, INC.",true
12/03/2025 01:00:00 PM,Potter,0904-00-228,Amarillo,Statewide Let,Construction,Bidders,,"THE CONFIDENCE GROUP, INC",true
12/02/2025 01:00:00 PM,Lubbock,0068-01-086,Lubbock,Statewide Let,Construction,Bidders,,"GILVIN-TERRILL, LTD.",true
12/02/2025 01:00:00 PM,Potter,6492-49-001,Amarillo,Statewide Let,Maintenance,Bidders,RMC - A00218138,"THE CONFIDENCE GROUP, INC",true
12/02/2025 01:00:00 PM,Winkler,0354-04-044,Odessa,Statewide Let,Construction,Bidders,,"GILVIN-TERRILL, LTD.",true
12/02/2025 01:00:00 PM,Castro,6482-44-001,Lubbock,Statewide Let,Maintenance,Bidders,RMC - A00214744,"GILVIN-TERRILL, LTD.",true
12/03/2025 01:00:00 PM,Dickens,0925-15-016,Childress,Statewide Let,Construction,Bidders,,C & W SOUTHERN LLC,true
12/10/2025 02:00:00 PM,Potter,6492-18-001,Amarillo,Local District Let,Maintenance,Bidders,RMC - A00218012,"ALL HANDS & DUKE, INC.",true
12/05/2025 02:00:00 PM,Childress,6490-25-001,Childress,Local District Let,Maintenance,Bidders,BPM - A00217584,SCOUT 5 CONSTRUCTION LLC,true
12/10/2025 10:00:00 AM,Kaufman,6489-26-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217341,"THE CONFIDENCE GROUP, INC",true
12/03/2025 01:00:00 PM,Harris,0271-07-353,Houston,Statewide Let,Construction,Bidders,C 271-7-353,SCOUT 5 CONSTRUCTION LLC,true
12/04/2025 03:00:00 PM,El Paso,6490-70-001,El Paso,Local District Let,Maintenance,Bidders,MMC - A00217683,"JOBE MATERIALS, L.P.",true
12/03/2025 01:00:00 PM,Navarro,2682-01-024,Dallas,Statewide Let,Construction,Bidders,C 2682-1-24,"PEACHTREE CONSTRUCTION, LTD.",true
12/03/2025 01:00:00 PM,Howard,0005-10-028,Abilene,Statewide Let,Construction,Bidders,,"A. L. HELMCAMP, INC.",true
12/17/2025 10:30:00 AM,Bell,6479-87-001,Waco,Local District Let,Maintenance,Bidders,RMC - A00213956,CUEBID TECHNOLOGIES INC.,true
12/02/2025 01:00:00 PM,Harris,0912-70-098,Houston,Statewide Let,Construction,Bidders,C 912-70-98,"ENVIRONMENTAL ALLIES, INC.",true
12/09/2025 03:00:00 PM,El Paso,6491-92-001,El Paso,Local District Let,Maintenance,Bidders,MMC - A00217968,"JOBE MATERIALS, L.P.",true
12/10/2025 02:00:00 PM,Carson,6492-17-001,Amarillo,Local District Let,Maintenance,Bidders,RMC - A00218010,"ALL HANDS & DUKE, INC.",true
12/17/2025 10:00:00 AM,Erath,6479-80-001,Fort Worth,Local District Let,Maintenance,Bidders,RMC - A00213947,"THE CONFIDENCE GROUP, INC",true
12/03/2025 01:00:00 PM,Palo Pinto,6491-62-001,Fort Worth,Statewide Let,Maintenance,Bidders,RMC - A00217903,PREMIER CONTRACTORS LLC,true
12/03/2025 01:00:00 PM,Harris,0271-07-353,Houston,Statewide Let,Construction,Bidders,C 271-7-353,"THE CONFIDENCE GROUP, INC",true
12/03/2025 01:00:00 PM,Ector,0906-00-256,Odessa,Statewide Let,Construction,Bidders,,"A. L. HELMCAMP, INC.",true
12/02/2025 01:00:00 PM,Hartley,0041-02-020,Amarillo,Statewide Let,Construction,Bidders,,"A. L. HELMCAMP, INC.",true
12/02/2025 01:00:00 PM,Winkler,0354-04-044,Odessa,Statewide Let,Construction,Bidders,,"A. L. HELMCAMP, INC.",true
12/03/2025 01:00:00 PM,Navarro,2682-01-024,Dallas,Statewide Let,Construction,Bidders,C 2682-1-24,"A. L. HELMCAMP, INC.",true
12/02/2025 01:00:00 PM,Midland,1188-02-111,Odessa,Statewide Let,Construction,Bidders,C 1188-2-111,"A. L. HELMCAMP, INC.",true
12/17/2025 10:00:00 AM,Tarrant,6493-66-001,Fort Worth,Local District Let,Maintenance,Bidders,RMC - A00218364,CUEBID TECHNOLOGIES INC.,true
12/05/2025 02:00:00 PM,Childress,6490-25-001,Childress,Local District Let,Maintenance,Informational Proposals,BPM - A00217584,CUEBID TECHNOLOGIES INC.,true
12/17/2025 10:30:00 AM,Coryell,6492-21-001,Waco,Local District Let,Maintenance,Bidders,RMC - A00218029,CUEBID TECHNOLOGIES INC.,true
12/03/2025 01:00:00 PM,Taylor,0974-03-014,Abilene,Statewide Let,Construction,Bidders,,"DELGADO'S CONTRACTORS, LLC",true
12/10/2025 02:00:00 PM,Carson,6492-17-001,Amarillo,Local District Let,Maintenance,Bidders,RMC - A00218010,J-MEN CONCRETE CONSTRUCTION,true
12/02/2025 01:00:00 PM,Starr,6493-64-001,Pharr,Statewide Let,Maintenance,Bidders,RMC - A00218360,"SWEEPING CORPORATION OF AMERICA, LLC",true
12/02/2025 01:00:00 PM,Wharton,0420-10-018,Yoakum,Statewide Let,Construction,Bidders,,LUCANIA CONTRACTORS LLC,true
12/03/2025 01:00:00 PM,De Witt,0943-02-012,Yoakum,Statewide Let,Construction,Bidders,,LUCANIA CONTRACTORS LLC,true
12/02/2025 01:00:00 PM,Ellis,6489-28-001,Dallas,Statewide Let,Maintenance,Bidders,RMC - A00217346,A M FABRICATION INC.,true
12/17/2025 10:30:00 AM,McLennan,6491-81-001,Waco,Local District Let,Maintenance,Bidders,RMC - A00217950,CUEBID TECHNOLOGIES INC.,true
12/02/2025 01:00:00 PM,Jasper,0244-09-014,Beaumont,Statewide Let,Construction,Bidders,,"TEXAS MATERIALS GROUP, INC.",true
12/17/2025 10:00:00 AM,Tarrant,6491-10-001,Fort Worth,Local District Let,Maintenance,Bidders,TMC - A00217753,CUEBID TECHNOLOGIES INC.,true
12/10/2025 10:00:00 AM,Dallas,6493-70-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00218379,CUEBID TECHNOLOGIES INC.,true
12/03/2025 01:00:00 PM,Stephens,0404-02-046,Brownwood,Statewide Let,Construction,Bidders,,"DELGADO'S CONTRACTORS, LLC",true
12/17/2025 10:30:00 AM,Hill,6491-82-001,Waco,Local District Let,Maintenance,Bidders,RMC - A00217951,CUEBID TECHNOLOGIES INC.,true
12/10/2025 10:00:00 AM,Dallas,6493-69-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00218378,CUEBID TECHNOLOGIES INC.,true
12/05/2025 02:00:00 PM,Childress,6490-25-001,Childress,Local District Let,Maintenance,Bidders,BPM - A00217584,PATHFIELD INVESTMENTS LLC,true
02/04/2026 01:00:00 PM,De Witt,0913-00-128,Yoakum,Statewide Let,Construction,Bidders,C 913-00-128,STRUCTURAL INTEGRITY GROUP LLC,true
12/02/2025 01:00:00 PM,Wharton,0420-10-018,Yoakum,Statewide Let,Construction,Bidders,,"PRESIDIO CONTRACTING, LLC",true
12/02/2025 01:00:00 PM,Castro,6482-44-001,Lubbock,Statewide Let,Maintenance,Bidders,RMC - A00214744,"A. L. HELMCAMP, INC.",true
12/03/2025 01:00:00 PM,De Witt,0943-02-012,Yoakum,Statewide Let,Construction,Bidders,,"PRESIDIO CONTRACTING, LLC",true
02/04/2026 01:00:00 PM,De Witt,0913-00-128,Yoakum,Statewide Let,Construction,Bidders,C 913-00-128,PATHFIELD INVESTMENTS LLC,true
02/04/2026 01:00:00 PM,De Witt,0913-00-128,Yoakum,Statewide Let,Construction,Bidders,C 913-00-128,"RELMCO, INC.",true
12/02/2025 01:00:00 PM,Harris,0912-72-842,Houston,Statewide Let,Construction,Bidders,C 912-72-842,PATHFIELD INVESTMENTS LLC,true
02/04/2026 01:00:00 PM,De Witt,0913-00-128,Yoakum,Statewide Let,Construction,Bidders,C 913-00-128,MB WESTERN INDUSTRIAL CONTRACTING CO.,true
12/10/2025 10:30:00 AM,Walker,6493-39-001,Bryan,Local District Let,Maintenance,Bidders,RMC - A00218315,ROSS SA ENTERPRISE LLC,true
02/04/2026 01:00:00 PM,De Witt,0913-00-128,Yoakum,Statewide Let,Construction,Bidders,C 913-00-128,"SCR CIVIL CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,Burleson,0833-13-014,Bryan,Statewide Let,Construction,Bidders,,"FUQUA CONSTRUCTION CO., INC.",true
12/03/2025 01:00:00 PM,De Witt,0943-02-012,Yoakum,Statewide Let,Construction,Bidders,,CONSTAR CONSTRUCTION,true
12/03/2025 01:00:00 PM,Stephens,0404-02-046,Brownwood,Statewide Let,Construction,Bidders,,STRUCTURAL INTEGRITY GROUP LLC,true
12/02/2025 01:00:00 PM,Lubbock,0068-01-086,Lubbock,Statewide Let,Construction,Bidders,,SACYR CONSTRUCTION USA LLC,true
12/02/2025 01:00:00 PM,Kaufman,6489-09-001,Dallas,Statewide Let,Maintenance,Bidders,RMC - A00217303,STRUCTURAL INTEGRITY GROUP LLC,true
12/02/2025 01:00:00 PM,Austin,0408-05-032,Yoakum,Statewide Let,Construction,Bidders,C 408-5-32,MATAGORDA CONSTRUCTION & MATERIALS,true
12/03/2025 01:00:00 PM,Fort Bend,0027-08-190,Houston,Statewide Let,Construction,Bidders,C 27-8-190,STRUCTURAL INTEGRITY GROUP LLC,true
12/02/2025 01:00:00 PM,Wharton,0420-10-018,Yoakum,Statewide Let,Construction,Bidders,,MATAGORDA CONSTRUCTION & MATERIALS,true
12/03/2025 01:00:00 PM,Fayette,0265-14-018,Yoakum,Statewide Let,Construction,Bidders,,"TIGHT LINE CONSTRUCTION, LLC",true
02/04/2026 01:00:00 PM,De Witt,0913-00-128,Yoakum,Statewide Let,Construction,Bidders,C 913-00-128,CEKRA INC.,false
12/03/2025 01:00:00 PM,Fayette,1262-01-016,Yoakum,Statewide Let,Construction,Bidders,,"PRESIDIO CONTRACTING, LLC",true
02/04/2026 01:00:00 PM,De Witt,0913-00-128,Yoakum,Statewide Let,Construction,Bidders,C 913-00-128,"OLYMPUS PAINTING CONTRACTORS, INC.",false
02/04/2026 01:00:00 PM,De Witt,0913-00-128,Yoakum,Statewide Let,Construction,Bidders,C 913-00-128,"ICOS MANAGEMENT, LLC",true
02/04/2026 01:00:00 PM,De Witt,0913-00-128,Yoakum,Statewide Let,Construction,Bidders,C 913-00-128,"SOUTHERN ROAD & BRIDGE, LLC",false
02/04/2026 01:00:00 PM,De Witt,0913-00-128,Yoakum,Statewide Let,Construction,Bidders,C 913-00-128,BK FIELD OPERATIONS LLC,true
02/04/2026 01:00:00 PM,De Witt,0913-00-128,Yoakum,Statewide Let,Construction,Bidders,C 913-00-128,"CRACKSEAL OF TEXAS, LLC",true
02/04/2026 01:00:00 PM,De Witt,0913-00-128,Yoakum,Statewide Let,Construction,Bidders,C 913-00-128,"BUILT RIGHT CONSTRUCTION OF OKLAHOMA, LLC",true
02/04/2026 01:00:00 PM,De Witt,0913-00-128,Yoakum,Statewide Let,Construction,Bidders,C 913-00-128,"MPB, INC.",true
12/02/2025 01:00:00 PM,Bell,6472-26-001,Waco,Statewide Let,Maintenance,Bidders,RMC - A00211859,"E-Z BEL CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,Brazoria,0111-08-129,Houston,Statewide Let,Construction,Bidders,,STRUCTURAL INTEGRITY GROUP LLC,true
12/02/2025 01:00:00 PM,De Witt,0913-00-139,Yoakum,Statewide Let,Construction,Bidders,,STRUCTURAL INTEGRITY GROUP LLC,true
12/02/2025 01:00:00 PM,Harris,0912-72-842,Houston,Statewide Let,Construction,Bidders,C 912-72-842,STRUCTURAL INTEGRITY GROUP LLC,true
12/02/2025 01:00:00 PM,Lubbock,0068-01-086,Lubbock,Statewide Let,Construction,Bidders,,ALTUS CONSTRUCTION LLC,true
12/10/2025 10:00:00 AM,Kaufman,6489-26-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217341,"STRIPE-A-ZONE, LLC",true
12/05/2025 02:00:00 PM,Childress,6490-25-001,Childress,Local District Let,Maintenance,Bidders,BPM - A00217584,STRUCTURAL INTEGRITY GROUP LLC,true
12/17/2025 10:00:00 AM,Erath,6479-80-001,Fort Worth,Local District Let,Maintenance,Bidders,RMC - A00213947,"STRIPE-A-ZONE, LLC",true
12/02/2025 01:00:00 PM,Collin,0918-24-285,Dallas,Statewide Let,Construction,Bidders,,PALMER HALL CONSTRUCTION,true
12/16/2025 10:00:00 AM,Jackson,6483-05-001,Yoakum,Local District Let,Maintenance,Bidders,RMC - A00214924,STRUCTURAL INTEGRITY GROUP LLC,true
12/03/2025 01:00:00 PM,Erath,0550-02-056,Fort Worth,Statewide Let,Construction,Bidders,,STRUCTURAL INTEGRITY GROUP LLC,true
12/03/2025 01:00:00 PM,Lubbock,0053-01-137,Lubbock,Statewide Let,Construction,Bidders,,STRUCTURAL INTEGRITY GROUP LLC,true
12/03/2025 01:00:00 PM,Val Verde,0022-09-056,Laredo,Statewide Let,Construction,Bidders,,STRUCTURAL INTEGRITY GROUP LLC,true
12/02/2025 01:00:00 PM,Bexar,0024-09-028,San Antonio,Statewide Let,Construction,Bidders,,"F & W ELECTRICAL CONTRACTORS, INC.",true
12/02/2025 01:00:00 PM,Maverick,0276-01-048,Laredo,Statewide Let,Construction,Bidders,,STRUCTURAL INTEGRITY GROUP LLC,true
12/02/2025 01:00:00 PM,Jackson,0179-09-041,Yoakum,Statewide Let,Construction,Bidders,,MBN ENTERPRISES LLC,true
12/02/2025 01:00:00 PM,Jackson,0089-05-047,Yoakum,Statewide Let,Construction,Bidders,C 89-5-47,MBN ENTERPRISES LLC,true
12/03/2025 01:00:00 PM,Waller,0050-05-072,Houston,Statewide Let,Construction,Bidders,,"COX PAVING OF TEXAS, INC.",true
12/03/2025 01:00:00 PM,Johnson,1513-02-045,Fort Worth,Statewide Let,Construction,Bidders,,"COX PAVING OF TEXAS, INC.",true
12/02/2025 01:00:00 PM,Tom Green,0077-06-105,San Angelo,Statewide Let,Construction,Bidders,,"COX PAVING OF TEXAS, INC.",true
12/17/2025 10:30:00 AM,Hill,6491-82-001,Waco,Local District Let,Maintenance,Bidders,RMC - A00217951,PINNACLE SERVICE,true
12/17/2025 10:30:00 AM,Coryell,6492-21-001,Waco,Local District Let,Maintenance,Bidders,RMC - A00218029,PINNACLE SERVICE,true
12/17/2025 10:30:00 AM,Bell,6479-87-001,Waco,Local District Let,Maintenance,Bidders,RMC - A00213956,PINNACLE SERVICE,true
12/03/2025 01:00:00 PM,Lamar,6492-97-001,Paris,Statewide Let,Maintenance,Bidders,MMC - A00218245,"TOUCHSTONE RESOURCES, LLC",true
12/22/2025 09:30:00 AM,Trinity,6493-90-001,Lufkin,Local District Let,Maintenance,Bidders,MMC - A00218419,"TOUCHSTONE RESOURCES, LLC",true
12/17/2025 10:00:00 AM,Tarrant,6491-10-001,Fort Worth,Local District Let,Maintenance,Bidders,TMC - A00217753,"TOUCHSTONE RESOURCES, LLC",true
12/02/2025 01:00:00 PM,Harrison,6493-01-001,Atlanta,Statewide Let,Maintenance,Bidders,MMC - A00218249,"TOUCHSTONE RESOURCES, LLC",true
12/09/2025 03:00:00 PM,El Paso,6491-92-001,El Paso,Local District Let,Maintenance,Bidders,MMC - A00217968,"TOUCHSTONE RESOURCES, LLC",true
12/10/2025 10:00:00 AM,Denton,6488-69-001,Dallas,Local District Let,Maintenance,Bidders,MMC - A00217176,"TOUCHSTONE RESOURCES, LLC",true
12/10/2025 10:00:00 AM,Dallas,6491-21-001,Dallas,Local District Let,Maintenance,Bidders,TMC - A00217794,"TOUCHSTONE RESOURCES, LLC",true
12/09/2025 10:30:00 AM,Walker,6493-43-001,Bryan,Local District Let,Maintenance,Bidders,MMC - A00218327,"TOUCHSTONE RESOURCES, LLC",true
12/17/2025 10:00:00 AM,Tarrant,6493-16-001,Fort Worth,Local District Let,Maintenance,Bidders,TMC - A00218276,"TOUCHSTONE RESOURCES, LLC",true
12/17/2025 11:00:00 AM,Jefferson,6495-27-001,Beaumont,Local District Let,Maintenance,Bidders,MMC - A00218715,"TOUCHSTONE RESOURCES, LLC",true
12/22/2025 09:30:00 AM,Angelina,6493-91-001,Lufkin,Local District Let,Maintenance,Bidders,MMC - A00218420,"TOUCHSTONE RESOURCES, LLC",true
12/02/2025 01:00:00 PM,Jack,6493-25-001,Fort Worth,Statewide Let,Maintenance,Bidders,MMC - A00218291,"TOUCHSTONE RESOURCES, LLC",true
12/17/2025 11:00:00 AM,Orange,6495-28-001,Beaumont,Local District Let,Maintenance,Bidders,MMC - A00218716,"TOUCHSTONE RESOURCES, LLC",true
12/03/2025 01:00:00 PM,Jack,6493-23-001,Fort Worth,Statewide Let,Maintenance,Bidders,MMC - A00218288,"TOUCHSTONE RESOURCES, LLC",true
12/04/2025 03:00:00 PM,El Paso,6490-70-001,El Paso,Local District Let,Maintenance,Bidders,MMC - A00217683,"TOUCHSTONE RESOURCES, LLC",true
12/10/2025 10:30:00 AM,Brazos,6493-44-001,Bryan,Local District Let,Maintenance,Bidders,MMC - A00218328,"TOUCHSTONE RESOURCES, LLC",true
12/17/2025 10:00:00 AM,Tarrant,6494-18-001,Fort Worth,Local District Let,Maintenance,Bidders,TMC - A00218552,"TOUCHSTONE RESOURCES, LLC",true
12/17/2025 11:00:00 AM,Liberty,6495-32-001,Beaumont,Local District Let,Maintenance,Bidders,MMC - A00218734,"TOUCHSTONE RESOURCES, LLC",true
12/17/2025 10:30:00 AM,Bell,6479-87-001,Waco,Local District Let,Maintenance,Bidders,RMC - A00213956,AA DEMOLITION AND CONCRETE CUTTING LLC,true
12/10/2025 10:30:00 AM,Washington,6493-75-001,Bryan,Local District Let,Maintenance,Bidders,MMC - A00218387,"TOUCHSTONE RESOURCES, LLC",true
12/10/2025 10:30:00 AM,Robertson,6492-80-001,Bryan,Local District Let,Maintenance,Bidders,RMC - A00218219,GV LANDSCAPE AND CONSTRUCTION LLC,true
12/02/2025 01:00:00 PM,De Witt,0913-00-139,Yoakum,Statewide Let,Construction,Bidders,,GARRET SHIELDS INFRASTRUCTURE,true
12/03/2025 01:00:00 PM,Fayette,0265-14-018,Yoakum,Statewide Let,Construction,Bidders,,GARRET SHIELDS INFRASTRUCTURE,true
12/02/2025 01:00:00 PM,Kaufman,6489-09-001,Dallas,Statewide Let,Maintenance,Bidders,RMC - A00217303,GARRET SHIELDS INFRASTRUCTURE,true
12/03/2025 01:00:00 PM,Palo Pinto,6491-62-001,Fort Worth,Statewide Let,Maintenance,Bidders,RMC - A00217903,GARRET SHIELDS INFRASTRUCTURE,true
12/02/2025 01:00:00 PM,Galveston,0912-73-224,Houston,Statewide Let,Construction,Informational Proposals,,GARRET SHIELDS INFRASTRUCTURE,true
12/03/2025 01:00:00 PM,Navarro,2682-01-024,Dallas,Statewide Let,Construction,Bidders,C 2682-1-24,GARRET SHIELDS INFRASTRUCTURE,true
12/02/2025 01:00:00 PM,Brazoria,0111-08-129,Houston,Statewide Let,Construction,Bidders,,GARRET SHIELDS INFRASTRUCTURE,true
12/02/2025 01:00:00 PM,Harris,0912-72-842,Houston,Statewide Let,Construction,Bidders,C 912-72-842,GARRET SHIELDS INFRASTRUCTURE,true
11/24/2025 10:00:00 AM,Ector,6494-00-001,Odessa,Local District Let,Maintenance,Bidders,MMC - A00218469,"TOUCHSTONE RESOURCES, LLC",true
02/07/2025 01:00:00 PM,Dallas,0009-11-254,Dallas,Statewide Let,Construction,Bidders,,FERROVIAL CONSTRUCTION US CORP.,true
02/06/2025 01:00:00 PM,Johnson,0365-03-050,Fort Worth,Statewide Let,Construction,Bidders,,REYNOLDS ASPHALT & CONSTRUCTION COMPANY,true
02/07/2025 01:00:00 PM,Dallas,0009-11-254,Dallas,Statewide Let,Construction,Bidders,,"WEBBER, LLC",true
